Year,Player,Team,Position,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
2021-2022,Patrice Bergeron,BOS,C,73,891.1833333,1143,600,65.58,914,463,66.38,720,351,67.23,49,25,66.22,51.9,23.11,69.19,561,280,66.71,207,92,69.23,28,12,70,354,188,65.31,12,11,52.17,544,290,65.23,9,2,81.82,6.81,92.88,0.997,241,206,153,663,61.17,482,313,302,61.48
2021-2022,Brad Marchand,BOS,L,70,908.0833333,1103,658,62.63,883,513,63.25,695,384,64.41,52,34,60.47,50.9,27.54,64.9,532,321,62.37,200,115,63.49,29,19,60.42,332,206,61.71,14,14,50,533,302,63.83,9,1,90,7.48,91.15,0.986,220,194,143,636,60.61,430,298,297,59.15
2021-2022,Mason Marchment,FLA,L,54,701.4333333,762,495,60.62,572,358,61.51,435,281,60.75,51,24,68,39.14,22.38,63.63,407,245,62.42,171,100,63.1,27,13,67.5,236,145,61.94,17,8,68,309,223,58.08,6,3,66.67,11.72,91.46,1.032,90,158,101,531,47.12,217,234,211,50.7
2021-2022,Auston Matthews,TOR,C,73,1175.383333,1374,927,59.71,1050,710,59.66,750,521,59.01,88,60,59.46,70.71,39.77,64,814,474,63.2,327,191,63.13,51,36,58.62,487,283,63.25,29,18,61.7,530,407,56.56,8,6,57.14,11.73,88.48,1.002,228,258,124,802,64.77,486,396,296,62.15
2021-2022,Matthew Tkachuk,CGY,L,82,1181.766667,1363,936,59.29,1033,731,58.56,746,534,58.28,92,36,71.88,65.14,42.44,60.55,730,456,61.55,287,177,61.85,43,22,66.15,443,279,61.36,35,12,74.47,587,435,57.44,14,2,87.5,12.33,93.26,1.056,205,245,191,889,51.77,412,347,369,52.75
2021-2022,Nikita Zadorov,CGY,D,74,1162.9,1269,873,59.24,965,695,58.13,676,511,56.95,45,38,54.22,53.19,42.71,55.47,602,445,57.5,215,177,54.85,22,16,57.89,387,268,59.08,16,16,50,591,383,60.68,7,6,53.85,6.66,92.56,0.992,156,154,100,1271,60.94,402,246,245,62.13
2021-2022,Andrew Mangiapane,CGY,L,82,989.9333333,1145,791,59.14,862,603,58.84,618,425,59.25,49,33,59.76,50.93,36.69,58.12,578,381,60.27,227,158,58.96,25,15,62.5,351,223,61.15,18,15,54.55,518,370,58.33,6,3,66.67,7.93,92.24,1.002,189,223,152,799,55.43,351,311,278,55.8
2021-2022,Drew Doughty,L.A,D,39,750.95,782,547,58.84,593,423,58.37,444,310,58.89,35,33,51.47,34.17,27.25,55.63,389,287,57.54,144,124,53.73,22,22,50,245,163,60.05,4,9,30.77,412,264,60.95,9,2,81.82,7.88,89.35,0.972,117,135,95,463,55.19,261,236,213,55.06
2021-2022,Carter Verhaeghe,FLA,C,78,1076.066667,1257,880,58.82,943,673,58.35,692,516,57.28,59,38,60.82,60.13,44.76,57.33,694,489,58.66,285,201,58.64,29,22,56.86,409,288,58.68,22,10,68.75,501,338,59.71,8,6,57.14,8.53,92.64,1.012,144,282,124,773,53.73,340,400,306,52.63
2021-2022,Jordan Martinook,CAR,L,59,623.4166667,680,479,58.67,504,383,56.82,338,276,55.05,24,23,51.06,27.41,23.41,53.93,289,239,54.73,133,119,52.78,14,17,45.16,156,120,56.52,7,5,58.33,345,205,62.73,3,1,75,7.1,91.67,0.988,138,134,62,494,69,247,183,162,60.39
2021-2022,Jesperi Kotkaniemi,CAR,C,66,706.9833333,775,547,58.62,570,424,57.34,396,312,55.93,33,28,54.1,34.78,28.27,55.16,337,287,54.01,156,134,53.79,22,19,53.66,181,153,54.19,7,8,46.67,387,220,63.76,4,1,80,8.33,91.03,0.994,129,156,73,573,63.86,238,212,176,57.49
2021-2022,Jesse Puljujarvi,EDM,R,65,928.3166667,1089,770,58.58,831,606,57.83,620,471,56.83,51,28,64.56,53.3,35.82,59.81,538,419,56.22,223,158,58.53,31,12,72.09,315,261,54.69,11,6,64.71,498,308,61.79,9,9,50,8.23,94.06,1.023,183,212,105,641,63.54,346,312,227,60.38
2021-2022,Valeri Nichushkin,COL,R,62,866.4333333,1032,731,58.54,758,565,57.29,573,436,56.79,53,34,60.92,43.49,33.73,56.32,520,348,59.91,188,156,54.65,33,19,63.46,332,192,63.36,17,7,70.83,475,330,59.01,3,8,27.27,9.25,92.2,1.015,140,196,125,646,52.83,291,306,242,54.6
2021-2022,Nino Niederreiter,CAR,R,75,979.1166667,1057,752,58.43,822,581,58.59,585,438,57.18,59,33,64.13,53.83,38.51,58.29,503,372,57.49,244,164,59.8,38,19,66.67,259,208,55.46,11,6,64.71,508,318,61.5,10,8,55.56,10.09,92.47,1.026,199,247,136,673,59.4,352,323,308,53.33
2021-2022,Arthur Kaliyev,L.A,R,80,838.3333333,867,617,58.42,674,458,59.54,493,320,60.64,34,30,53.13,38.8,29.16,57.1,413,315,56.73,176,133,56.96,22,18,55,237,182,56.56,7,9,43.75,473,305,60.8,5,3,62.5,6.9,90.63,0.975,149,161,76,765,66.22,266,225,191,58.21
2021-2022,Jordan Staal,CAR,C,78,987.6166667,1024,730,58.38,802,566,58.63,560,408,57.85,46,34,57.5,50.9,37.59,57.52,497,345,59.03,237,167,58.66,28,21,57.14,260,178,59.36,8,5,61.54,480,328,59.41,10,8,55.56,8.21,91.67,0.999,205,301,154,643,57.1,345,397,320,51.88
2021-2022,Aleksander Barkov,FLA,C,67,884.7333333,1020,733,58.19,780,568,57.86,596,420,58.66,54,34,61.36,48.83,37,56.89,560,398,58.46,220,170,56.41,26,16,61.9,340,228,59.86,19,11,63.33,414,298,58.15,9,7,56.25,9.06,91.9,1.01,131,220,110,622,54.36,316,334,262,54.67
2021-2022,Aaron Ekblad,FLA,D,61,1050.916667,1180,849,58.16,881,619,58.73,671,490,57.8,67,40,62.62,56.24,40.72,58.01,623,435,58.88,248,192,56.36,33,22,60,375,243,60.68,22,11,66.67,513,361,58.7,11,7,61.11,9.99,91.84,1.018,241,272,164,701,59.51,453,393,321,58.53
2021-2022,Jesper Fast,CAR,R,82,1032.7,1083,781,58.1,832,605,57.9,586,435,57.39,53,32,62.35,53.86,39.25,57.85,534,371,59.01,248,167,59.76,34,21,61.82,286,204,58.37,10,2,83.33,503,353,58.76,9,9,50,9.04,92.64,1.017,207,327,156,693,57.02,349,432,329,51.47
2021-2022,David Pastrnak,BOS,R,72,992.8833333,1092,788,58.09,863,599,59.03,670,438,60.47,61,39,61,48.04,31.87,60.12,519,398,56.6,187,137,57.72,33,18,64.71,332,261,55.99,20,14,58.82,535,351,60.38,8,7,53.33,9.1,91.1,1.002,254,180,80,718,76.05,458,273,224,67.16
2021-2022,Mitchell Marner,TOR,"C, R",72,1054.916667,1206,872,58.04,913,668,57.75,631,484,56.59,78,54,59.09,61.15,37.74,61.84,723,440,62.17,284,171,62.42,47,32,59.49,439,269,62.01,23,13,63.89,467,392,54.37,8,9,47.06,12.36,88.84,1.012,233,238,118,713,66.38,448,346,274,62.05
2021-2022,Ian Cole,CAR,D,75,1071.783333,1111,806,57.96,847,608,58.21,583,434,57.33,45,38,54.22,50.94,39.18,56.53,497,417,54.38,216,168,56.25,19,19,50,281,249,53.02,16,11,59.26,546,343,61.42,10,8,55.56,7.72,91.24,0.99,181,214,125,840,59.15,386,336,301,56.19
2021-2022,Charlie McAvoy,BOS,D,78,1383.9,1529,1115,57.83,1225,815,60.05,957,595,61.66,74,47,61.16,72.48,42.98,62.77,750,522,58.96,303,180,62.73,43,24,64.18,447,342,56.65,23,16,58.97,731,532,57.88,8,7,53.33,7.73,92.1,0.998,250,287,220,1004,53.19,613,442,467,56.76
2021-2022,William Karlsson,VGK,C,67,918.65,1044,766,57.68,781,532,59.48,585,384,60.37,35,34,50.72,43.05,34.13,55.78,479,405,54.19,177,168,51.3,18,22,45,302,237,56.03,11,7,61.11,511,301,62.93,6,5,54.55,5.98,91.15,0.971,155,188,128,695,54.77,315,262,275,53.39
2021-2022,MacKenzie Weegar,FLA,D,80,1488.083333,1688,1242,57.61,1282,933,57.88,969,710,57.71,87,64,57.62,81.83,60.99,57.3,886,629,58.48,375,268,58.32,51,34,60,511,361,58.6,21,20,51.22,730,531,57.89,13,10,56.52,8.98,90.99,1,318,358,220,1001,59.11,637,521,440,59.15
2021-2022,Erik Gudbranson,CGY,D,78,1161.683333,1260,929,57.56,955,737,56.44,655,547,54.49,50,39,56.18,52.09,45.77,53.23,601,475,55.86,207,180,53.49,21,16,56.76,394,295,57.18,20,18,52.63,580,410,58.59,9,5,64.29,7.63,92.87,1.005,162,141,100,1297,61.83,411,252,245,62.65
2021-2022,Mikael Backlund,CGY,C,82,1063.183333,1163,862,57.43,885,660,57.28,647,479,57.46,48,33,59.26,49.38,40.77,54.78,563,424,57.04,214,179,54.45,24,20,54.55,349,245,58.75,15,12,55.56,536,409,56.72,9,1,90,7.42,93.11,1.005,160,251,193,801,45.33,348,348,331,51.25
2021-2022,Ryan Lomberg,FLA,L,55,554.1833333,617,459,57.34,453,337,57.34,341,258,56.93,26,21,55.32,27.72,20.44,57.56,303,225,57.39,120,96,55.56,11,14,44,183,129,58.65,9,4,69.23,273,210,56.52,6,3,66.67,7.62,91.86,0.995,69,150,83,469,45.39,136,205,175,43.73
2021-2022,Brendan Smith,CAR,D,45,571.8666667,576,430,57.26,445,328,57.57,310,221,58.38,23,19,54.76,28.21,23.64,54.4,267,236,53.08,124,111,52.77,14,13,51.85,143,125,53.36,1,3,25,276,167,62.3,8,3,72.73,7.42,91.4,0.988,84,112,64,511,56.76,205,168,160,56.16
2021-2022,Michael Bunting,TOR,L,79,1095.05,1246,933,57.18,934,717,56.57,674,533,55.84,88,59,59.86,62.97,40.28,60.99,735,469,61.05,296,181,62.05,48,34,58.54,439,288,60.39,29,19,60.42,486,416,53.88,10,6,62.5,13.06,88.93,1.02,207,260,123,808,62.73,416,370,298,58.26
